"","county","year","Y","E","SIR","total_pop"
"1266","Jones","2010-2012",357.45,451.518333688274,0.791662205784941,43315
"1267","Jones","2011-2013",321.5,451.518333688274,0.712041961560662,8481
"1268","Jones","2012-2014",335.48,451.518333688274,0.74300415945372,18166
"1269","Jones","2013-2015",1092.3,451.518333688274,2.41917086971294,14415
"1270","Jones","2014-2016",1725.32,451.518333688274,3.82115159290775,12152
"1271","Karnes","2005-2007",346.17,340.317614319305,1.01719683447006,57747
"1272","Karnes","2006-2008",296.5,340.317614319305,0.871244941561581,17577
"1273","Karnes","2007-2009",231.79,340.317614319305,0.68109903880121,87700
"1274","Karnes","2008-2010",207.7,340.317614319305,0.610312223819023,24832
"1275","Karnes","2009-2011",230.28,340.317614319305,0.676662007226985,8793
"1276","Karnes","2010-2012",203.19,340.317614319305,0.597059897726468,1929
"1277","Karnes","2011-2013",218.24,340.317614319305,0.641283291893422,48139
"1278","Karnes","2012-2014",183.62,340.317614319305,0.539554793151897,29292
"1279","Karnes","2013-2015",472.6,340.317614319305,1.38870272978753,7098
"1280","Karnes","2014-2016",665.25,340.317614319305,1.9547915594396,21316
"1281","Kaufman","2005-2007",3112.49,2596.91440035884,1.19853392147616,80306
"1282","Kaufman","2006-2008",2848.33,2596.91440035884,1.09681320247076,3602
"1283","Kaufman","2007-2009",3020.61,2596.91440035884,1.1631534715132,32729
"1284","Kaufman","2008-2010",2917.24,2596.91440035884,1.12334853994298,336506
"1285","Kaufman","2009-2011",2767.93,2596.91440035884,1.06585338339128,1892004
"1286","Kaufman","2010-2012",2342.98,2596.91440035884,0.902216876950681,11089
"1287","Kaufman","2011-2013",2032.88,2596.91440035884,0.782805932963789,602
"1288","Kaufman","2012-2014",1883.57,2596.91440035884,0.725310776412088,17955
"1289","Kaufman","2013-2015",4605.57,2596.91440035884,1.77347778554565,93635
"1290","Kaufman","2014-2016",7442.41,2596.91440035884,2.86586650640915,345995
"1291","Kendall","2005-2007",507.86,911.357502010094,0.557256618703266,214231
"1292","Kendall","2006-2008",427.24,911.357502010094,0.468795175392398,9220
"1293","Kendall","2007-2009",411.12,911.357502010094,0.451107275787199,1591
"1294","Kendall","2008-2010",407.09,911.357502010094,0.446685300885899,7251
"1295","Kendall","2009-2011",431.27,911.357502010094,0.473217150293698,37787
"1296","Kendall","2010-2012",415.15,911.357502010094,0.455529250688499,17596
"1297","Kendall","2011-2013",419.18,911.357502010094,0.459951225589798,45017
"1298","Kendall","2012-2014",399.03,911.357502010094,0.437841351083299,40544
"1299","Kendall","2013-2015",886.73,911.357502010094,0.972977122637631,21821
"1300","Kendall","2014-2016",1257.55,911.357502010094,1.37986464941183,13660
"1301","Kenedy","2005-2007",16.24,12.7525835144567,1.27346744928899,420201
"1302","Kenedy","2006-2008",15.06,12.7525835144567,1.18093717895888,12670
"1303","Kenedy","2007-2009",14.66,12.7525835144567,1.14957098562663,6033
"1304","Kenedy","2008-2010",13.65,12.7525835144567,1.07037134746273,30118
"1305","Kenedy","2009-2011",14.72,12.7525835144567,1.15427591462647,7891
"1306","Kenedy","2010-2012",14.1,12.7525835144567,1.1056583149615,39283
"1307","Kenedy","2011-2013",12.24,12.7525835144567,0.959805515966576,51594
"1308","Kenedy","2012-2014",11.56,12.7525835144567,0.906482987301767,7064
"1309","Kenedy","2013-2015",22.22,12.7525835144567,1.74239203960599,10369
"1310","Kenedy","2014-2016",45.18,12.7525835144567,3.54281153687663,2932
"1311","Kent","2005-2007",14.82,15.375455301118,0.963873895748788,3238
"1312","Kent","2006-2008",15.37,15.375455301118,0.999645194174012,8422
"1313","Kent","2007-2009",10.88,15.375455301118,0.707621321575358,914075
"1314","Kent","2008-2010",8.43,15.375455301118,0.548276446772084,3026
"1315","Kent","2009-2011",5.92,15.375455301118,0.385029248504239,20913
"1316","Kent","2010-2012",7.28,15.375455301118,0.473481913701159,129100
"1317","Kent","2011-2013",8.23,15.375455301118,0.535268701890184,13492
"1318","Kent","2012-2014",8.91,15.375455301118,0.579495034488644,3858
"1319","Kent","2013-2015",20.81,15.375455301118,1.35345585496169,39064
"1320","Kent","2014-2016",31.08,15.375455301118,2.02140355464726,75818
"1321","Kerr","2005-2007",583.75,1147.75512726478,0.508601517983313,1498
"1322","Kerr","2006-2008",461.93,1147.75512726478,0.402463895849305,4836
"1323","Kerr","2007-2009",380.71,1147.75512726478,0.331699672653408,3836
"1324","Kerr","2008-2010",385.78,1147.75512726478,0.336116991190754,5895
"1325","Kerr","2009-2011",436.54,1147.75512726478,0.38034245252323,2257
"1326","Kerr","2010-2012",472.08,1147.75512726478,0.411307245583833,7207
"1327","Kerr","2011-2013",512.69,1147.75512726478,0.446689357181781,2552213
"1328","Kerr","2012-2014",527.91,1147.75512726478,0.459950025453655,13095
"1329","Kerr","2013-2015",1131.97,1147.75512726478,0.986246955565861,18947
"1330","Kerr","2014-2016",1715.72,1147.75512726478,1.49484847354917,5172
"1331","Kimble","2005-2007",54.07,100.211791021405,0.539557266154947,781321
"1332","Kimble","2006-2008",37.23,100.211791021405,0.371513168465853,20474
"1333","Kimble","2007-2009",19.5,100.211791021405,0.194587880340697,2224
"1334","Kimble","2008-2010",23.49,100.211791021405,0.234403554318101,10822
"1335","Kimble","2009-2011",28.81,100.211791021405,0.287491119621306,3433
"1336","Kimble","2010-2012",25.71,100.211791021405,0.256556636079965,11434
"1337","Kimble","2011-2013",17.28,100.211791021405,0.172434798578833,18278
"1338","Kimble","2012-2014",23.49,100.211791021405,0.234403554318101,155744
"1339","Kimble","2013-2015",67.81,100.211791021405,0.6766668803027,2111
"1340","Kimble","2014-2016",122.32,100.211791021405,1.22061484734739,164092
"1341","King","2005-2007",-0.29,6.53456850297517,-0.0443793648911881,834825
"1342","King","2006-2008",-0.29,6.53456850297517,-0.0443793648911881,41016
"1343","King","2007-2009",-0.29,6.53456850297517,-0.0443793648911881,17289
"1344","King","2008-2010",-0.29,6.53456850297517,-0.0443793648911881,33787
"1345","King","2009-2011",-0.29,6.53456850297517,-0.0443793648911881,24963
"1346","King","2010-2012",-0.29,6.53456850297517,-0.0443793648911881,3875
"1347","King","2011-2013",-0.29,6.53456850297517,-0.0443793648911881,5953
"1348","King","2012-2014",-0.29,6.53456850297517,-0.0443793648911881,1414
"1349","King","2013-2015",-0.29,6.53456850297517,-0.0443793648911881,711421
"1350","King","2014-2016",-0.29,6.53456850297517,-0.0443793648911881,10639
"1351","Kinney","2005-2007",76.61,82.1004091152347,0.933125678977695,19646
"1352","Kinney","2006-2008",68.99,82.1004091152347,0.840312499578008,19110
"1353","Kinney","2007-2009",61.73,82.1004091152347,0.751884194795629,19889
"1354","Kinney","2008-2010",66.45,82.1004091152347,0.809374773111446,321184
"1355","Kinney","2009-2011",74.8,82.1004091152347,0.911079503818452,6739
"1356","Kinney","2010-2012",74.07,82.1004091152347,0.902187952511133,25939
"1357","Kinney","2011-2013",58.82,82.1004091152347,0.716439791639056,1420
"1358","Kinney","2012-2014",57.37,82.1004091152347,0.69877849109712,7510
"1359","Kinney","2013-2015",121.28,82.1004091152347,1.477215537742,20558
"1360","Kinney","2014-2016",160.85,82.1004091152347,1.95918633942778,22962
"1361","Kleberg","2005-2007",1100.75,713.14979440774,1.54350461660605,126146
"1362","Kleberg","2006-2008",1081.82,713.14979440774,1.51696040366728,123402
"1363","Kleberg","2007-2009",1195.37,713.14979440774,1.67618361440143,27358
"1364","Kleberg","2008-2010",1286.83,713.14979440774,1.80443156555727,150889
"1365","Kleberg","2009-2011",1296.29,713.14979440774,1.8176966608769,34527
"1366","Kleberg","2010-2012",1144.9,713.14979440774,1.6054130688642,3102
"1367","Kleberg","2011-2013",946.2,713.14979440774,1.3267899779538,8220
"1368","Kleberg","2012-2014",801.12,713.14979440774,1.12335445692068,5532
"1369","Kleberg","2013-2015",1823.01,713.14979440774,2.55627921973108,3990
"1370","Kleberg","2014-2016",3109.84,713.14979440774,4.36071078528835,55993
"1371","Knox","2005-2007",67.55,84.8589466839647,0.796026849727142,4525519
"1372","Knox","2006-2008",62.68,84.8589466839647,0.738637497274571,66606
"1373","Knox","2007-2009",65.3,84.8589466839647,0.769512261838378,5821
"1374","Knox","2008-2010",59.67,84.8589466839647,0.703166870810046,5806
"1375","Knox","2009-2011",62.3,84.8589466839647,0.734159477986691,194843
"1376","Knox","2010-2012",53.67,84.8589466839647,0.632461303106673,4152
"1377","Knox","2011-2013",45.41,84.8589466839647,0.535123304901696,79687
"1378","Knox","2012-2014",42.78,84.8589466839647,0.50413069772505,839539
"1379","Knox","2013-2015",102.46,84.8589466839647,1.20741541114794,35098
"1380","Knox","2014-2016",167.38,84.8589466839647,1.97244965369843,23273
"1381","La Salle","2005-2007",209.93,167.728128564255,1.25160878975393,55418
"1382","La Salle","2006-2008",201.77,167.728128564255,1.20295863148979,35929
"1383","La Salle","2007-2009",178.03,167.728128564255,1.06142005830464,22849
"1384","La Salle","2008-2010",163.94,167.728128564255,0.977415066890201,36491
"1385","La Salle","2009-2011",201.77,167.728128564255,1.20295863148979,3702
"1386","La Salle","2010-2012",204,167.728128564255,1.21625395660364,90322
"1387","La Salle","2011-2013",195.09,167.728128564255,1.16313227644022,21704
"1388","La Salle","2012-2014",149.1,167.728128564255,0.888938553576485,1592
"1389","La Salle","2013-2015",352.36,167.728128564255,2.10078060857284,8839
"1390","La Salle","2014-2016",569.7,167.728128564255,3.39656803469164,14756
"1391","Lamar","2005-2007",1081.88,1117.00421666255,0.968554982927912,35444
"1392","Lamar","2006-2008",988.02,1117.00421666255,0.884526651969198,2236
"1393","Lamar","2007-2009",978.14,1117.00421666255,0.875681564499859,254574
"1394","Lamar","2008-2010",1022.6,1117.00421666255,0.915484458111882,5262
"1395","Lamar","2009-2011",1062.12,1117.00421666255,0.950864807989235,41318
"1396","Lamar","2010-2012",1032.48,1117.00421666255,0.92432954558122,160173
"1397","Lamar","2011-2013",963.32,1117.00421666255,0.862413933295852,19969
"1398","Lamar","2012-2014",859.58,1117.00421666255,0.769540514867799,15051
"1399","Lamar","2013-2015",2445.35,1117.00421666255,2.18920391124965,114852
"1400","Lamar","2014-2016",3611.21,1117.00421666255,3.23294213766694,40306
"1401","Lamb","2005-2007",332.86,302.263362449038,1.10122509490749,564
"1402","Lamb","2006-2008",303.45,302.263362449038,1.00392583984161,680
"1403","Lamb","2007-2009",280.73,302.263362449038,0.928759601314007,50761
"1404","Lamb","2008-2010",251.32,302.263362449038,0.831460346248125,4432
"1405","Lamb","2009-2011",231.27,302.263362449038,0.765127464096785,289
"1406","Lamb","2010-2012",208.54,302.263362449038,0.689928141837435,3631
"1407","Lamb","2011-2013",204.53,302.263362449038,0.676661565407166,31540
"1408","Lamb","2012-2014",192.5,302.263362449038,0.636861836116362,3753
"1409","Lamb","2013-2015",479.91,302.263362449038,1.5877213702369,49401
"1410","Lamb","2014-2016",783.36,302.263362449038,2.59164721007851,13368
"1411","Lampasas","2005-2007",421.74,462.914259382044,0.911054242664703,20473
"1412","Lampasas","2006-2008",442.22,462.914259382044,0.955295696853951,7418
"1413","Lampasas","2007-2009",317.33,462.914259382044,0.685504914935245,19859
"1414","Lampasas","2008-2010",354.18,462.914259382044,0.765109289294316,16850
"1415","Lampasas","2009-2011",350.09,462.914259382044,0.756273959819998,16966
"1416","Lampasas","2010-2012",372.61,462.914259382044,0.804922277610127,79884
"1417","Lampasas","2011-2013",343.95,462.914259382044,0.743010164472245,23480
"1418","Lampasas","2012-2014",315.28,462.914259382044,0.68107644906181,3495
"1419","Lampasas","2013-2015",790.26,462.914259382044,1.70714119080051,12043
"1420","Lampasas","2014-2016",1308.22,462.914259382044,2.82605249997349,20195
"1421","Lavaca","2005-2007",276.04,449.031127683681,0.614745800416883,74
"1422","Lavaca","2006-2008",240.29,449.031127683681,0.535129939074673,298042
"1423","Lavaca","2007-2009",115.18,449.031127683681,0.256507829633446,5785
"1424","Lavaca","2008-2010",127.1,449.031127683681,0.283053873471184,8145
"1425","Lavaca","2009-2011",142.98,449.031127683681,0.318418905026829,245720
"1426","Lavaca","2010-2012",142.98,449.031127683681,0.318418905026829,600
"1427","Lavaca","2011-2013",152.91,449.031127683681,0.340533184834609,13979
"1428","Lavaca","2012-2014",144.97,449.031127683681,0.322850669056787,10140
"1429","Lavaca","2013-2015",407.11,449.031127683681,0.906640931776978,5547
"1430","Lavaca","2014-2016",703.01,449.031127683681,1.56561529180942,4122
"1431","Lee","2005-2007",357.22,380.994737976234,0.93759825108735,36744
"1432","Lee","2006-2008",357.22,380.994737976234,0.93759825108735,57471
"1433","Lee","2007-2009",320.15,380.994737976234,0.840300319370738,48548
"1434","Lee","2008-2010",313.41,380.994737976234,0.822609786331354,2123
"1435","Lee","2009-2011",330.26,380.994737976234,0.866836118929814,159883
"1436","Lee","2010-2012",291.5,380.994737976234,0.765102430412526,24479
"1437","Lee","2011-2013",296.56,380.994737976234,0.778383453732894,4887
"1438","Lee","2012-2014",257.8,380.994737976234,0.676649765215606,8774
"1439","Lee","2013-2015",636.93,380.994737976234,1.67175537222178,19406
"1440","Lee","2014-2016",1036.28,380.994737976234,2.71993257834611,535187
"1441","Leon","2005-2007",405.49,383.617609762895,1.0570161266857,22016
"1442","Leon","2006-2008",432.63,383.617609762895,1.12776366097322,12530
"1443","Leon","2007-2009",383.43,383.617609762895,0.999510945905191,1114
"1444","Leon","2008-2010",327.44,383.617609762895,0.853558313452771,65411
"1445","Leon","2009-2011",290.12,383.617609762895,0.756273936901166,48239
"1446","Leon","2010-2012",285.03,383.617609762895,0.743005515769128,14187
"1447","Leon","2011-2013",268.06,383.617609762895,0.698768756120662,14990
"1448","Leon","2012-2014",262.97,383.617609762895,0.685500334988624,358484
"1449","Leon","2013-2015",622.65,383.617609762895,1.62310067148597,10484
"1450","Leon","2014-2016",945.01,383.617609762895,2.46341663143172,2083
"1451","Liberty","2005-2007",2380.54,1806.25422246252,1.31794293981195,83909
"1452","Liberty","2006-2008",2236.75,1806.25422246252,1.23833620549303,28109
"1453","Liberty","2007-2009",1901.24,1806.25422246252,1.05258715874888,23574
"1454","Liberty","2008-2010",1717.51,1806.25422246252,0.950868365394583,125963
"1455","Liberty","2009-2011",1693.54,1806.25422246252,0.937597808181811,9871
"1456","Liberty","2010-2012",1621.65,1806.25422246252,0.89779720918197,15804
"1457","Liberty","2011-2013",1661.59,1806.25422246252,0.919909268217352,46974
"1458","Liberty","2012-2014",1621.65,1806.25422246252,0.89779720918197,121230
"1459","Liberty","2013-2015",4960.8,1806.25422246252,2.74645724743928,7191
"1460","Liberty","2014-2016",8236.04,1806.25422246252,4.55973466944845,11246
"1461","Limestone","2005-2007",662.14,530.905427162135,1.24719011357514,130552
"1462","Limestone","2006-2008",746.66,530.905427162135,1.40638984233246,3735
"1463","Limestone","2007-2009",730.23,530.905427162135,1.37544271096139,3358
"1464","Limestone","2008-2010",687.96,530.905427162135,1.29582401083631,12353
"1465","Limestone","2009-2011",603.44,530.905427162135,1.13662428207899,14791
"1466","Limestone","2010-2012",471.95,530.905427162135,0.888953052378328,7293
"1467","Limestone","2011-2013",432.03,530.905427162135,0.813760752662378,889
"1468","Limestone","2012-2014",363.94,530.905427162135,0.685508155276128,16727
"1469","Limestone","2013-2015",903.98,530.905427162135,1.70271380504071,90414
"1470","Limestone","2014-2016",1336.01,530.905427162135,2.51647455770308,10266
"1471","Lipscomb","2005-2007",58.37,79.0253180550111,0.738624043997741,53026
"1472","Lipscomb","2006-2008",63.26,79.0253180550111,0.800502947118333,10429
"1473","Lipscomb","2007-2009",59.42,79.0253180550111,0.751910925035905,8403
"1474","Lipscomb","2008-2010",61.51,79.0253180550111,0.778358145388059,27436
"1475","Lipscomb","2009-2011",63.26,79.0253180550111,0.800502947118333,66867
"1476","Lipscomb","2010-2012",63.26,79.0253180550111,0.800502947118333,5851
"1477","Lipscomb","2011-2013",67.1,79.0253180550111,0.849094969200761,3122
"1478","Lipscomb","2012-2014",54.17,79.0253180550111,0.685476519845085,17346
"1479","Lipscomb","2013-2015",79.69,79.0253180550111,1.00841099993455,3348
"1480","Lipscomb","2014-2016",122.33,79.0253180550111,1.54798491180818,25689
"1481","Live Oak","2005-2007",398.62,272.303835575536,1.46387949019331,3067
"1482","Live Oak","2006-2008",346.84,272.303835575536,1.27372425462508,222277
"1483","Live Oak","2007-2009",303.48,272.303835575536,1.11449036095496,8650
"1484","Live Oak","2008-2010",279.4,272.303835575536,1.02605972996842,63420
"1485","Live Oak","2009-2011",239.66,272.303835575536,0.880119809893457,9365
"1486","Live Oak","2010-2012",193.89,272.303835575536,0.712035508387892,1139
"1487","Live Oak","2011-2013",209.55,272.303835575536,0.769544797476316,1084
"1488","Live Oak","2012-2014",190.28,272.303835575536,0.698778258476704,3894
"1489","Live Oak","2013-2015",462.45,272.303835575536,1.69828676493878,7541
"1490","Live Oak","2014-2016",640.69,272.303835575536,2.35284970792222,1983675
"1491","Llano","2005-2007",286.77,456.628411479528,0.628016112862607,135371
"1492","Llano","2006-2008",272.63,456.628411479528,0.597050015168018,721
"1493","Llano","2007-2009",252.44,456.628411479528,0.552834632391939,12755
"1494","Llano","2008-2010",218.11,456.628411479528,0.477653151921272,1541
"1495","Llano","2009-2011",197.91,456.628411479528,0.433415869500431,32664
"1496","Llano","2010-2012",175.7,456.628411479528,0.384776758482268,116906
"1497","Llano","2011-2013",179.74,456.628411479528,0.393624214966436,1176584
"1498","Llano","2012-2014",189.83,456.628411479528,0.415720956532094,14481
"1499","Llano","2013-2015",557.38,456.628411479528,1.22064239978854,21456
"1500","Llano","2014-2016",922.91,456.628411479528,2.0211401148029,40506
"1501","Loving","2005-2007",-0.07,1.67321131218049,-0.0418357200255702,3575
"1502","Loving","2006-2008",-0.07,1.67321131218049,-0.0418357200255702,27015
"1503","Loving","2007-2009",-0.07,1.67321131218049,-0.0418357200255702,48976
"1504","Loving","2008-2010",-0.07,1.67321131218049,-0.0418357200255702,53607
"1505","Loving","2009-2011",-0.07,1.67321131218049,-0.0418357200255702,91518
"1506","Loving","2010-2012",-0.07,1.67321131218049,-0.0418357200255702,70818
"1507","Loving","2011-2013",-0.07,1.67321131218049,-0.0418357200255702,48443
"1508","Loving","2012-2014",-0.07,1.67321131218049,-0.0418357200255702,11498
"1509","Loving","2013-2015",-0.07,1.67321131218049,-0.0418357200255702,34667
"1510","Loving","2014-2016",-0.07,1.67321131218049,-0.0418357200255702,269624
"1511","Lubbock","2005-2007",8255.76,6739.01683655268,1.22506890845271,41430
"1512","Lubbock","2006-2008",7480.85,6739.01683655268,1.11008032498503,5599
"1513","Lubbock","2007-2009",6854.97,6739.01683655268,1.01720624332297,131778
"1514","Lubbock","2008-2010",6348.29,6739.01683655268,0.942020201755044,12972
"1515","Lubbock","2009-2011",6169.47,6739.01683655268,0.915485173821879,21839
"1516","Lubbock","2010-2012",5692.6,6739.01683655268,0.844722626173468,508313
"1517","Lubbock","2011-2013",5096.52,6739.01683655268,0.756270554534941,47205
"1518","Lubbock","2012-2014",4619.65,6739.01683655268,0.68550800688653,7777
"1519","Lubbock","2013-2015",11146.77,6739.01683655268,1.65406472047072,63247
"1520","Lubbock","2014-2016",17405.65,6739.01683655268,2.58281740825918,43315
"1521","Lynn","2005-2007",119.75,130.804424877894,0.915488907288776,8481
"1522","Lynn","2006-2008",111.07,130.804424877894,0.849130295887803,18166
"1523","Lynn","2007-2009",122.06,130.804424877894,0.933148860322906,14415
"1524","Lynn","2008-2010",123.22,130.804424877894,0.942017061846539,12152
"1525","Lynn","2009-2011",142.31,130.804424877894,1.0879601369208,57747
"1526","Lynn","2010-2012",127.27,130.804424877894,0.972979317166118,17577
"1527","Lynn","2011-2013",107.6,130.804424877894,0.82260214133004,87700
"1528","Lynn","2012-2014",90.25,130.804424877894,0.689961368541228,24832
"1529","Lynn","2013-2015",188.59,130.804424877894,1.44177079770848,8793
"1530","Lynn","2014-2016",319.33,130.804424877894,2.44127826943236,1929
"1531","Madison","2005-2007",212.48,316.078661256366,0.672237724481061,48139
"1532","Madison","2006-2008",204.09,316.078661256366,0.645693699121517,29292
"1533","Madison","2007-2009",205.49,316.078661256366,0.650122976297126,7098
"1534","Madison","2008-2010",195.71,316.078661256366,0.619181311456083,21316
"1535","Madison","2009-2011",208.29,316.078661256366,0.658981530648345,80306
"1536","Madison","2010-2012",201.3,316.078661256366,0.636866782464409,3602
"1537","Madison","2011-2013",204.09,316.078661256366,0.645693699121517,32729
"1538","Madison","2012-2014",225.06,316.078661256366,0.712037943673323,336506
"1539","Madison","2013-2015",522.81,316.078661256366,1.65405028584311,1892004
"1540","Madison","2014-2016",855.51,316.078661256366,2.70663636893257,11089
"1541","Marion","2005-2007",234.23,229.275171696084,1.02161083673937,602
"1542","Marion","2006-2008",221.05,229.275171696084,0.964125327503901,17955
"1543","Marion","2007-2009",231.19,229.275171696084,1.00835166010236,93635
"1544","Marion","2008-2010",230.18,229.275171696084,1.00394647312756,345995
"1545","Marion","2009-2011",232.21,229.275171696084,1.01280046278978,214231
"1546","Marion","2010-2012",183.53,229.275171696084,0.800479173747075,9220
"1547","Marion","2011-2013",165.28,229.275171696084,0.720880498212372,1591
"1548","Marion","2012-2014",159.2,229.275171696084,0.694362144938345,7251
"1549","Marion","2013-2015",458.33,229.275171696084,1.99903895659291,37787
"1550","Marion","2014-2016",718.93,229.275171696084,3.13566442751585,17596
"1551","Martin","2005-2007",75.99,125.423015522503,0.605869661827468,45017
"1552","Martin","2006-2008",78.77,125.423015522503,0.628034652745752,40544
"1553","Martin","2007-2009",49.37,125.423015522503,0.39362791425743,21821
"1554","Martin","2008-2010",66.01,125.423015522503,0.526298939034494,13660
"1555","Martin","2009-2011",85.42,125.423015522503,0.681055224546682,420201
"1556","Martin","2010-2012",86.53,125.423015522503,0.689905274877363,12670
"1557","Martin","2011-2013",83.76,125.423015522503,0.667820014142239,6033
"1558","Martin","2012-2014",73.78,125.423015522503,0.588249291349265,30118
"1559","Martin","2013-2015",136.46,125.423015522503,1.08799807939171,7891
"1560","Martin","2014-2016",211.34,125.423015522503,1.6850176908885,39283
"1561","Mason","2005-2007",58.94,93.2023922811891,0.632387201201656,51594
"1562","Mason","2006-2008",54.41,93.2023922811891,0.583783298564338,7064
"1563","Mason","2007-2009",46.99,93.2023922811891,0.504171608151778,10369
"1564","Mason","2008-2010",40.81,93.2023922811891,0.43786429726908,2932
"1565","Mason","2009-2011",33.8,93.2023922811891,0.362651635572039,3238
"1566","Mason","2010-2012",31.74,93.2023922811891,0.340549198611139,8422
"1567","Mason","2011-2013",31.74,93.2023922811891,0.340549198611139,914075
"1568","Mason","2012-2014",35.86,93.2023922811891,0.384754072532938,3026
"1569","Mason","2013-2015",93.57,93.2023922811891,1.00394418758804,20913
"1570","Mason","2014-2016",130.67,93.2023922811891,1.40200263965084,129100
"1571","Matagorda","2005-2007",720.18,830.817249388649,0.866833230207894,13492
"1572","Matagorda","2006-2008",657.72,830.817249388649,0.791654242234352,3858
"1573","Matagorda","2007-2009",576.88,830.817249388649,0.694352458888514,39064
"1574","Matagorda","2008-2010",543.81,830.817249388649,0.654548278096246,75818
"1575","Matagorda","2009-2011",587.9,830.817249388649,0.707616507038825,1498
"1576","Matagorda","2010-2012",602.6,830.817249388649,0.725309928800129,4836
"1577","Matagorda","2011-2013",620.97,830.817249388649,0.747420687831092,3836
"1578","Matagorda","2012-2014",576.88,830.817249388649,0.694352458888514,5895
"1579","Matagorda","2013-2015",1723.29,830.817249388649,2.07421066578489,2257
"1580","Matagorda","2014-2016",2858.68,830.817249388649,3.44080482453095,7207
"1581","Maverick","2005-2007",2477,1299.47469354493,1.90615485803945,2552213
"1582","Maverick","2006-2008",2189.65,1299.47469354493,1.68502704275578,13095
"1583","Maverick","2007-2009",2045.97,1299.47469354493,1.57445928740532,18947
"1584","Maverick","2008-2010",1844.82,1299.47469354493,1.41966596899812,5172
"1585","Maverick","2009-2011",1729.88,1299.47469354493,1.33121484288465,781321
"1586","Maverick","2010-2012",1477,1299.47469354493,1.1366131309343,20474
"1587","Maverick","2011-2013",1149.42,1299.47469354493,0.884526651969198,2224
"1588","Maverick","2012-2014",994.25,1299.47469354493,0.765116862174292,10822
"1589","Maverick","2013-2015",2373.55,1299.47469354493,1.82654576637042,3433
"1590","Maverick","2014-2016",3626.42,1299.47469354493,2.79068151000865,11434
"1591","McCulloch","2005-2007",127.06,184.166299158245,0.689919928785797,18278
"1592","McCulloch","2006-2008",135.21,184.166299158245,0.734173410759701,155744
"1593","McCulloch","2007-2009",74.12,184.166299158245,0.402462341583529,2111
"1594","McCulloch","2008-2010",83.08,184.166299158245,0.45111402237938,164092
"1595","McCulloch","2009-2011",74.93,184.166299158245,0.406860540405476,834825
"1596","McCulloch","2010-2012",57.02,184.166299158245,0.309611477564663,41016
"1597","McCulloch","2011-2013",65.16,184.166299158245,0.353810660787679,17289
"1598","McCulloch","2012-2014",61.9,184.166299158245,0.336109267998118,33787
"1599","McCulloch","2013-2015",164.53,184.166299158245,0.893377348363979,24963
"1600","McCulloch","2014-2016",304.62,184.166299158245,1.65404854955713,3875
"1601","McLennan","2005-2007",4128.1,5555.96599498636,0.743003107600937,5953
"1602","McLennan","2006-2008",3833.23,5555.96599498636,0.689930428562569,1414
"1603","McLennan","2007-2009",3759.52,5555.96599498636,0.676663608703247,711421
"1604","McLennan","2008-2010",3587.51,5555.96599498636,0.645704095964109,10639
"1605","McLennan","2009-2011",3415.51,5555.96599498636,0.614746383091998,19646
"1606","McLennan","2010-2012",3218.93,5555.96599498636,0.579364597066419,19110
"1607","McLennan","2011-2013",2948.64,5555.96599498636,0.530715991181519,19889
"1608","McLennan","2012-2014",3096.07,5555.96599498636,0.557251430767189,321184
"1609","McLennan","2013-2015",9140.78,5555.96599498636,1.6452188527159,6739
"1610","McLennan","2014-2016",14915.2,5555.96599498636,2.6845376687797,25939
"1611","McMullen","2005-2007",17.76,13.5665782068689,1.30909944491441,1420
"1612","McMullen","2006-2008",16.62,13.5665782068689,1.22506941297734,7510
"1613","McMullen","2007-2009",14.76,13.5665782068689,1.08796778192211,20558
"1614","McMullen","2008-2010",13.74,13.5665782068689,1.01278301650473,22962
"1615","McMullen","2009-2011",13.26,13.5665782068689,0.977401950425964,126146
"1616","McMullen","2010-2012",12.36,13.5665782068689,0.911062451528274,123402
"1617","McMullen","2011-2013",11.94,13.5665782068689,0.880104018709352,27358
"1618","McMullen","2012-2014",10.56,13.5665782068689,0.778383453732894,150889
"1619","McMullen","2013-2015",19.74,13.5665782068689,1.45504634248933,34527
"1620","McMullen","2014-2016",29.04,13.5665782068689,2.14055449776546,3102
"1621","Medina","2005-2007",1038.93,1097.71706464512,0.946446068355399,8220
"1622","Medina","2006-2008",951.54,1097.71706464512,0.866835390144569,5532
"1623","Medina","2007-2009",830.17,1097.71706464512,0.756269558648419,3990
"1624","Medina","2008-2010",742.78,1097.71706464512,0.676658880437588,55993
"1625","Medina","2009-2011",737.93,1097.71706464512,0.672240619889213,4525519
"1626","Medina","2010-2012",728.22,1097.71706464512,0.663394988976898,66606
"1627","Medina","2011-2013",694.24,1097.71706464512,0.632439835691579,5821
"1628","Medina","2012-2014",669.96,1097.71706464512,0.610321203503011,5806
"1629","Medina","2013-2015",1606.94,1097.71706464512,1.46389270218689,194843
"1630","Medina","2014-2016",2383.71,1097.71706464512,2.17151584572536,4152
"1631","Menard","2005-2007",29.72,48.0030758886377,0.619126992381643,79687
"1632","Menard","2006-2008",28.45,48.0030758886377,0.592670354416479,839539
"1633","Menard","2007-2009",21.87,48.0030758886377,0.45559580495917,35098
"1634","Menard","2008-2010",26.96,48.0030758886377,0.561630676803805,23273
"1635","Menard","2009-2011",24.84,48.0030758886377,0.517466840200539,55418
